"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"BRA.24.118_1","Iporã do Oeste","GADM2","3.6","BR","Home Services","0.5849799349074664","-26.999945453139425","-53.48924972915974","2024-06-19"
"BRA.24.118_1","Iporã do Oeste","GADM2","3.6","BR","All","0.5713762572537324","-26.999945453139425","-53.48924972915974","2024-06-19"
"BRA.24.118_1","Iporã do Oeste","GADM2","3.6","BR","Business & Utility Services","0.39041130736124785","-26.999945453139425","-53.48924972915974","2024-06-19"
"BRA.21.24_1","Arvorezinha","GADM2","3.6","BR","Home Services","0.5222995627202769","-28.86408855414166","-52.18597435229532","2024-06-19"
"BRA.21.24_1","Arvorezinha","GADM2","3.6","BR","Professional Services","0.49785688503189146","-28.86408855414166","-52.18597435229532","2024-06-19"
"BRA.21.24_1","Arvorezinha","GADM2","3.6","BR","All","0.5718395389997166","-28.86408855414166","-52.18597435229532","2024-06-19"
"BRA.21.24_1","Arvorezinha","GADM2","3.6","BR","Grocery & Convenience Stores","0.5915246407730724","-28.86408855414166","-52.18597435229532","2024-06-19"
"BRA.21.24_1","Arvorezinha","GADM2","3.6","BR","Business & Utility Services","0.33357260744239525","-28.86408855414166","-52.18597435229532","2024-06-19"
"BRA.21.24_1","Arvorezinha","GADM2","3.6","BR","Retail","0.5936438171753373","-28.86408855414166","-52.18597435229532","2024-06-19"
"BRA.24.216_1","Rio do Oeste","GADM2","3.6","BR","All","0.5129745341923223","-27.15877327777833","-49.84117415340931","2024-06-19"
"BRA.24.216_1","Rio do Oeste","GADM2","3.6","BR","Retail","0.5481599088954724","-27.15877327777833","-49.84117415340931","2024-06-19"
"BRA.21.206_1","Jaboticaba","GADM2","3.6","BR","All","0.6104454357442111","-27.62956744144367","-53.26434183453022","2024-06-19"
"BRA.21.206_1","Jaboticaba","GADM2","3.6","BR","Retail","0.5090418763191381","-27.62956744144367","-53.26434183453022","2024-06-19"
"BRA.21.88_1","Caxias do Sul","GADM2","3.6","BR","Public Good","0.2511074435187855","-29.102775559805902","-51.024988369814515","2024-06-19"
"BRA.21.88_1","Caxias do Sul","GADM2","3.6","BR","Business & Utility Services","0.5936982194938996","-29.102775559805902","-51.024988369814515","2024-06-19"
"BRA.21.88_1","Caxias do Sul","GADM2","3.6","BR","Grocery & Convenience Stores","0.5752392407714279","-29.102775559805902","-51.024988369814515","2024-06-19"
"BRA.21.88_1","Caxias do Sul","GADM2","3.6","BR","Local Events","0.6406182497232645","-29.102775559805902","-51.024988369814515","2024-06-19"
"BRA.21.88_1","Caxias do Sul","GADM2","3.6","BR","Home Services","0.5953853353245303","-29.102775559805902","-51.024988369814515","2024-06-19"
