"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","Restaurants","0.567587182800655","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","Business & Utility Services","0.5027869719757938","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","Lifestyle Services","0.39725969468569894","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","All","0.5456979693724292","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","Professional Services","0.5678389897610836","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","Home Services","0.4645146091625154","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.98_1","Governador Celso Ramos","GADM2","3.6","BR","Retail","0.5046779921699555","-27.361902483059044","-48.58321177120019","2024-06-08"
"BRA.24.140_1","Jupiá","GADM2","3.6","BR","All","0.38847260488178087","-26.394177186078302","-52.72055963833871","2024-06-08"
"BRA.24.207_1","Praia Grande","GADM2","3.6","BR","Restaurants","0.3775509130145883","-29.181461443072127","-49.98806250807477","2024-06-08"
"BRA.24.207_1","Praia Grande","GADM2","3.6","BR","All","0.8097971461349377","-29.181461443072127","-49.98806250807477","2024-06-08"
"BRA.24.207_1","Praia Grande","GADM2","3.6","BR","Retail","0.7107567202086168","-29.181461443072127","-49.98806250807477","2024-06-08"
"BRA.24.207_1","Praia Grande","GADM2","3.6","BR","Local Events","0.9568794754683135","-29.181461443072127","-49.98806250807477","2024-06-08"
"BRA.24.207_1","Praia Grande","GADM2","3.6","BR","Travel","0.4854035209151372","-29.181461443072127","-49.98806250807477","2024-06-08"
"BRA.21.210_1","Jaquirana","GADM2","3.6","BR","All","0.6278252398353338","-28.94850404762765","-50.36125375162855","2024-06-08"
"BRA.21.424_1","Travesseiro","GADM2","3.6","BR","All","0.2967990759674848","-29.28320469107992","-52.08729458824878","2024-06-08"
"BRA.24.64_1","Celso Ramos","GADM2","3.6","BR","All","0.5756013746161914","-27.65217716594326","-51.30775137992823","2024-06-08"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Home Services","0.48443358807567044","-29.807991656785013","-50.0700937481389","2024-06-08"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Local Events","0.6733579148489063","-29.807991656785013","-50.0700937481389","2024-06-08"
