"polygon_id","polygon_name","polygon_level","polygon_version","country","business_vertical","activity_quantile","latitude","longitude","ds"
"BRA.21.427_1","Três Coroas","GADM2","3.6","BR","Restaurants","0.10213774173548315","-29.4771412149087","-50.77049192301971","2024-05-05"
"BRA.21.427_1","Três Coroas","GADM2","3.6","BR","All","0.10534466051939738","-29.4771412149087","-50.77049192301971","2024-05-05"
"BRA.21.427_1","Três Coroas","GADM2","3.6","BR","Public Good","0.3800170776734152","-29.4771412149087","-50.77049192301971","2024-05-05"
"BRA.21.427_1","Três Coroas","GADM2","3.6","BR","Professional Services","0.140351775655273","-29.4771412149087","-50.77049192301971","2024-05-05"
"BRA.21.427_1","Três Coroas","GADM2","3.6","BR","Retail","0.1816836629281546","-29.4771412149087","-50.77049192301971","2024-05-05"
"BRA.21.427_1","Três Coroas","GADM2","3.6","BR","Business & Utility Services","0.3172210291607852","-29.4771412149087","-50.77049192301971","2024-05-05"
"BRA.21.326_1","Rodeio Bonito","GADM2","3.6","BR","Business & Utility Services","0.6762821963946858","-27.463168216011802","-53.170644102988526","2024-05-05"
"BRA.21.326_1","Rodeio Bonito","GADM2","3.6","BR","All","0.32691550225067173","-27.463168216011802","-53.170644102988526","2024-05-05"
"BRA.21.326_1","Rodeio Bonito","GADM2","3.6","BR","Retail","0.2914328454245928","-27.463168216011802","-53.170644102988526","2024-05-05"
"BRA.21.326_1","Rodeio Bonito","GADM2","3.6","BR","Professional Services","0.315807515643283","-27.463168216011802","-53.170644102988526","2024-05-05"
"BRA.21.357_1","São Borja","GADM2","3.6","BR","Retail","0.2769434901026879","-28.746280284775427","-55.79729978302633","2024-05-05"
"BRA.21.357_1","São Borja","GADM2","3.6","BR","Home Services","0.27283420340261183","-28.746280284775427","-55.79729978302633","2024-05-05"
"BRA.21.357_1","São Borja","GADM2","3.6","BR","Lifestyle Services","0.1330787293413578","-28.746280284775427","-55.79729978302633","2024-05-05"
"BRA.21.193_1","Imigrante","GADM2","3.6","BR","All","0.02499985644433462","-29.354858775390387","-51.76312689659205","2024-05-05"
"BRA.21.193_1","Imigrante","GADM2","3.6","BR","Retail","0.022932101799018372","-29.354858775390387","-51.76312689659205","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Travel","0.3315678744164643","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Professional Services","0.3696162078922945","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Retail","0.3134601530292012","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Restaurants","0.437685070038589","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Home Services","0.2787081924682598","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Grocery & Convenience Stores","0.297699141271774","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Business & Utility Services","0.4220096081918861","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Public Good","0.6010534632932065","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","All","0.32323465369021726","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Local Events","0.5866931789120243","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.24.154_1","Mafra","GADM2","3.6","BR","Lifestyle Services","0.39357123270247885","-26.20063966561197","-49.88993358675983","2024-05-05"
"BRA.21.407_1","Sobradinho","GADM2","3.6","BR","Grocery & Convenience Stores","0.08477430863005149","-29.449359431120328","-53.03402200123965","2024-05-05"
"BRA.21.407_1","Sobradinho","GADM2","3.6","BR","Lifestyle Services","0.23660299770963902","-29.449359431120328","-53.03402200123965","2024-05-05"
"BRA.21.407_1","Sobradinho","GADM2","3.6","BR","Home Services","0.16261871771220607","-29.449359431120328","-53.03402200123965","2024-05-05"
"BRA.24.38_1","Bocaina do Sul","GADM2","3.6","BR","All","0.12190936862604665","-27.7621242774171","-49.9044842369785","2024-05-05"
"BRA.16.277_1","Planalto","GADM2","3.6","BR","All","0.3762931678481748","-25.7370978845449","-53.707909012793635","2024-05-05"
"BRA.16.277_1","Planalto","GADM2","3.6","BR","Retail","0.4195283706146931","-25.7370978845449","-53.707909012793635","2024-05-05"
"BRA.21.352_1","Santo Antônio do Palma","GADM2","3.6","BR","All","0.3634951568509585","-28.495621730247347","-52.00869974911471","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Restaurants","0.24654958232052668","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Local Events","0.4894278202439838","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Travel","0.21577445533834333","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Grocery & Convenience Stores","0.28563611903061914","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Lifestyle Services","0.13959974436885986","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Business & Utility Services","0.39350278348284046","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Professional Services","0.2581594168801557","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Home Services","0.25792587978499215","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Public Good","0.41832460817632156","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","Retail","0.12201119187953857","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.264_1","Nova Palma","GADM2","3.6","BR","All","0.18176534824947663","-29.40293385143187","-52.49073641571124","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Public Good","0.42149663285037126","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Retail","0.4274760967922862","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Home Services","0.3870147541276046","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Professional Services","0.522823774511034","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Lifestyle Services","0.19017577206184022","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","All","0.3701438952414643","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Travel","0.24863750039450697","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Restaurants","0.515576463932418","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.27_1","Balneário Pinhal","GADM2","3.6","BR","Grocery & Convenience Stores","0.40892256386419545","-30.212729627313472","-50.294053441872315","2024-05-05"
"BRA.21.140_1","Erval Seco","GADM2","3.6","BR","All","0.3765443217147807","-27.513420318771807","-53.519529483202994","2024-05-05"
"BRA.21.140_1","Erval Seco","GADM2","3.6","BR","Retail","0.4324217060570512","-27.513420318771807","-53.519529483202994","2024-05-05"
"BRA.24.126_1","Itá","GADM2","3.6","BR","Retail","0.19023683959020157","-27.244458214029716","-52.33242449372353","2024-05-05"
"BRA.24.126_1","Itá","GADM2","3.6","BR","All","0.2172554707870615","-27.244458214029716","-52.33242449372353","2024-05-05"
"BRA.21.128_1","Doutor Maurício Cardoso","GADM2","3.6","BR","Retail","0.16972497805479467","-27.488038267074874","-54.36578921328758","2024-05-05"
"BRA.21.128_1","Doutor Maurício Cardoso","GADM2","3.6","BR","All","0.20616104498160265","-27.488038267074874","-54.36578921328758","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Manufacturing","0.2460505776563736","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Lifestyle Services","0.1288428172064365","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Home Services","0.3109068376049967","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","All","0.3512689445085017","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Public Good","0.12967783512085365","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Local Events","0.15125215298073144","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Business & Utility Services","0.3456100902372368","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Professional Services","0.47854338616086906","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Restaurants","0.42165160215825076","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Grocery & Convenience Stores","0.26629443110923795","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.24.97_1","Gaspar","GADM2","3.6","BR","Retail","0.40697027292521554","-26.931342887726306","-48.96600648583711","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Home Services","0.4086279078897677","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Retail","0.25482366289743","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Local Events","0.8843204650958244","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Lifestyle Services","0.33139086684241653","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Grocery & Convenience Stores","0.1667950571309995","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Restaurants","0.06729934547328291","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","All","0.31800535702991944","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Public Good","0.39837617083865917","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Professional Services","0.3452944574610802","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.428_1","Três de Maio","GADM2","3.6","BR","Business & Utility Services","0.773775102410654","-27.73202018762305","-54.2652527495215","2024-05-05"
"BRA.21.199_1","Itaara","GADM2","3.6","BR","All","0.06641349330966011","-29.5768840358061","-53.76116230463151","2024-05-05"
"BRA.21.199_1","Itaara","GADM2","3.6","BR","Restaurants","0.028231900896709444","-29.5768840358061","-53.76116230463151","2024-05-05"
"BRA.21.199_1","Itaara","GADM2","3.6","BR","Retail","0.2160710995435991","-29.5768840358061","-53.76116230463151","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Public Good","0.42220566256808717","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Lifestyle Services","0.5156320122338064","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Retail","0.2876139272918264","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Restaurants","0.32448894177338283","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","All","0.3478266835659811","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Grocery & Convenience Stores","0.48274301392476293","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Business & Utility Services","0.42532970753627325","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Home Services","0.5205777180080129","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Professional Services","0.35394278423451914","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.16.250_1","Palmas","GADM2","3.6","BR","Local Events","0.2539239115222361","-26.45179233688742","-51.814022468826096","2024-05-05"
"BRA.24.40_1","Bom Jesus do Oeste","GADM2","3.6","BR","All","0.14082583981767885","-26.683310601019766","-53.095506646190586","2024-05-05"
"BRA.21.69_1","Campos Borges","GADM2","3.6","BR","Retail","0.5499848092417207","-28.90898347624022","-53.058009429467596","2024-05-05"
"BRA.21.69_1","Campos Borges","GADM2","3.6","BR","All","0.5172996086524818","-28.90898347624022","-53.058009429467596","2024-05-05"
"BRA.21.398_1","Sentinela do Sul","GADM2","3.6","BR","All","0.4312951843090055","-30.624884115803145","-51.6073029474851","2024-05-05"
"BRA.24.156_1","Major Vieira","GADM2","3.6","BR","Retail","0.19242172971968233","-26.481147778708756","-50.36203133132234","2024-05-05"
"BRA.24.156_1","Major Vieira","GADM2","3.6","BR","All","0.24659986562296016","-26.481147778708756","-50.36203133132234","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Home Services","0.5408773520449295","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Public Good","0.524290912545976","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Grocery & Convenience Stores","0.1438717627027499","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Restaurants","0.30763292735386966","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Business & Utility Services","0.7211014349055646","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Lifestyle Services","0.3168702361534555","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Professional Services","0.4358061040872734","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Retail","0.4148307053686872","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","All","0.42330450475850917","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.21.467_1","Xangri-lá","GADM2","3.6","BR","Local Events","0.6924933192366434","-29.807991656785013","-50.0700937481389","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Retail","0.3211534527452858","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Restaurants","0.2521665087204703","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Business & Utility Services","0.504101368387703","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Home Services","0.3700573295688247","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Grocery & Convenience Stores","0.40200195982611875","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Professional Services","0.46717326139430393","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","All","0.37320933627374003","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Lifestyle Services","0.43457431576148187","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.24.209_1","Presidente Getúlio","GADM2","3.6","BR","Public Good","0.5696816397362473","-27.062049212892166","-49.714264611101186","2024-05-05"
"BRA.21.246_1","Morrinhos do Sul","GADM2","3.6","BR","All","0.42045568788576965","-29.338292866693806","-49.95424645234327","2024-05-05"
"BRA.24.102_1","Guaraciaba","GADM2","3.6","BR","Business & Utility Services","0.3618454674902435","-26.580351945792664","-53.56874003805071","2024-05-05"
"BRA.24.102_1","Guaraciaba","GADM2","3.6","BR","Home Services","0.31330092431110834","-26.580351945792664","-53.56874003805071","2024-05-05"
"BRA.24.102_1","Guaraciaba","GADM2","3.6","BR","All","0.30142769528470825","-26.580351945792664","-53.56874003805071","2024-05-05"
"BRA.24.102_1","Guaraciaba","GADM2","3.6","BR","Professional Services","0.34721779455727614","-26.580351945792664","-53.56874003805071","2024-05-05"
"BRA.24.102_1","Guaraciaba","GADM2","3.6","BR","Grocery & Convenience Stores","0.4185651824008911","-26.580351945792664","-53.56874003805071","2024-05-05"
"BRA.24.102_1","Guaraciaba","GADM2","3.6","BR","Retail","0.30338709440357264","-26.580351945792664","-53.56874003805071","2024-05-05"
"BRA.24.104_1","Guarujá do Sul","GADM2","3.6","BR","Retail","0.1952919702733251","-26.39862498593257","-53.483634244598875","2024-05-05"
"BRA.24.104_1","Guarujá do Sul","GADM2","3.6","BR","All","0.25824728099830213","-26.39862498593257","-53.483634244598875","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Home Services","0.5500947481091821","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Restaurants","0.15697452501334302","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Retail","0.2896908890142093","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Grocery & Convenience Stores","0.15290172936700014","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Professional Services","0.4023922800183044","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","All","0.2791812958459245","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Lifestyle Services","0.21929342937832522","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.16.67_1","Capanema","GADM2","3.6","BR","Business & Utility Services","0.5117241789064628","-25.610612289477025","-53.76069420718559","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","Business & Utility Services","0.23746366844329247","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","Professional Services","0.42608925805893477","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","All","0.20925365853151287","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","Home Services","0.35308788473694025","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","Retail","0.3101499756407747","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","Restaurants","0.4467619811696859","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.386_1","São Valentim do Sul","GADM2","3.6","BR","Grocery & Convenience Stores","0.1616129215808583","-29.662759825554755","-54.53776355352797","2024-05-05"
"BRA.21.79_1","Capitão","GADM2","3.6","BR","Grocery & Convenience Stores","0.6760574567399679","-31.777926171774446","-52.452022698756615","2024-05-05"
"BRA.21.79_1","Capitão","GADM2","3.6","BR","Lifestyle Services","0.2839386173670576","-31.777926171774446","-52.452022698756615","2024-05-05"
