"coverage","country","lon","lat"
"1","BR","-49.20776367187499","-26.81426577350816"
"1","BR","-49.515380859375","-28.777288595555724"
"1","BR","-51.44897460937501","-29.142565707098775"
"1","AR","-59.403076171875","-32.16631248228469"
"1","AR","-54.656982421875014","-27.01019600575216"
"1","BR","-49.163818359375","-25.552353242276165"
"1","AR","-58.10668945312501","-29.81205031316974"
"1","BR","-49.910888671875","-29.238476636995408"
"1","BR","-50.28442382812501","-27.809927346258853"
"1","BR","-52.39379882812501","-31.77487714698588"
"1","UY","-56.129150390625","-34.69646067977016"
"1","BR","-51.405029296875","-26.99061829699693"
"1","BR","-49.07592773437499","-28.4300524513511"
"1","BR","-50.504150390625","-26.244155866136232"
"1","AR","-58.34838867187501","-34.8408580908914"
"1","UY","-57.799072265625","-34.42503563903827"
"1","BR","-48.856201171875","-28.623103111615137"
"1","BR","-49.80102539062499","-25.433353019319984"
"1","UY","-54.942626953124986","-32.22209536537641"
"1","BR","-49.010009765625","-26.165298479445838"
"1","AR","-58.853759765625","-34.8408580908914"
"1","AR","-59.82055664062501","-31.53172567500362"
"1","AR","-58.65600585937501","-34.44315818321061"
"1","BR","-49.22973632812501","-26.873080541244807"
"1","PY","-56.612548828125","-25.77021343656807"
"1","PY","-54.722900390625","-26.44106514408952"
"1","BR","-52.37182617187501","-29.69759604899548"
"1","BR","-49.801025390625","-27.127590601058422"
"1","BR","-48.96606445312501","-26.14557579094373"
"1","BR","-54.349365234375","-28.04289433550811"
"1","BR","-49.405517578125","-27.303451561710343"
"1","BR","-51.07543945312499","-28.79654579713749"
"1","BR","-53.27270507812499","-25.80978156299619"
"1","AR","-58.546142578125","-34.33436399645513"
"1","BR","-52.679443359375","-29.6212206612132"
"1","AR","-59.09545898437499","-25.710836507928196"
"1","AR","-59.227294921875","-29.1041762363131"
"1","AR","-58.502197265625","-34.8228222334709"
"1","BR","-53.07495117187501","-26.04691238614732"
"1","AR","-58.50219726562499","-34.69646067977016"
"1","BR","-50.921630859375","-29.430028953808023"
"1","BR","-50.108642578125","-25.82956067298361"
"1","UY","-53.382568359375","-32.593105496237065"
"1","UY","-57.18383789062499","-32.37068238981636"
"1","PY","-54.94262695312499","-25.47303285230737"
"1","BR","-48.92211914062499","-27.186241757536113"
"1","BR","-50.39428710937501","-27.576459644051187"
"1","AR","-55.162353515625","-27.829360424938624"
"1","AR","-59.53491210937499","-33.86129262617462"
"1","AR","-59.117431640624986","-34.26175603437576"
"1","PY","-54.744873046875","-26.44106514408952"
"1","AR","-57.75512695312501","-30.04056597411947"
"1","UY","-56.348876953125","-34.6241672974209"
"1","BR","-48.592529296875","-26.44106514408952"
"1","BR","-52.239990234375","-28.60381396511851"
"1","BR","-53.14086914062499","-27.693255909656816"
"1","AR","-58.985595703125","-34.6241672974209"
"1","PY","-56.678466796875","-25.928406618499444"
"1","BR","-49.317626953125","-25.453194570782593"
"1","UY","-54.964599609375","-34.76869096413359"
"1","BR","-49.339599609375","-28.73876352730878"
"1","BR","-51.339111328125","-29.678507637924657"
"1","BR","-48.90014648437501","-26.61799630021307"
"1","BR","-48.48266601562499","-27.205785296101503"
"1","BR","-50.85571289062499","-26.106120416151033"
"1","BR","-48.81225585937499","-26.322959780290276"
"1","BR","-52.305908203125","-27.634873358518313"
"1","BR","-49.33959960937501","-28.912014255489893"
"1","AR","-58.54614257812499","-34.876917951660936"
"1","AR","-58.656005859375","-34.985002635375835"
"1","BR","-48.504638671875","-27.732160275740252"
"1","BR","-52.064208984374986","-29.50654899129902"
"1","AR","-59.359130859375014","-30.21160776579162"
"1","BR","-50.174560546875","-30.02154305344941"
"1","BR","-49.603271484375","-26.204733849794764"
"1","BR","-50.284423828125","-27.829360424938624"
"1","UY","-56.173095703125","-34.58799696325682"
"1","BR","-51.185302734375","-27.186241757536113"
"1","BR","-52.108154296875","-28.931246525913433"
"1","PY","-57.139892578125","-25.9481658741208"
"1","UY","-57.46948242187501","-31.86822734389727"
"1","BR","-52.08618164062501","-29.449164375979123"
"1","AR","-58.48022460937501","-34.876917951660936"
"1","BR","-53.865966796875","-29.54478734434837"
"1","BR","-50.26245117187499","-27.829360424938624"
"1","BR","-53.404541015625014","-27.45953890173811"
"1","AR","-58.23852539062499","-26.18501783298668"
"1","AR","-58.61206054687499","-34.6241672974209"
"1","PY","-57.359619140625","-25.730632113592666"
"1","BR","-51.38305664062501","-27.108033374229578"
"1","BR","-49.82299804687501","-28.873539017774036"
"1","AR","-59.11743164062499","-34.53371192950328"
"1","BR","-49.33959960937501","-25.453194570782593"
"1","PY","-55.491943359375","-25.47303285230737"
"1","BR","-51.690673828125","-28.3140526182544"
"1","BR","-48.768310546875","-28.488004762593324"
"1","AR","-59.07348632812499","-34.15272649077151"
"1","AR","-58.30444335937499","-26.480406740622364"
"1","BR","-50.789794921875014","-25.75042442374356"
"1","BR","-48.85620117187501","-26.873080541244807"
"1","BR","-53.53637695312501","-30.154626763268613"
"1","BR","-49.38354492187501","-25.433353019319984"
"1","BR","-48.76831054687501","-27.712709827249647"
"1","BR","-50.833740234375","-26.125849769253726"
"1","UY","-55.997314453125","-34.7506393117471"
"1","BR","-53.05297851562501","-27.595934342079065"
"1","BR","-52.43774414062499","-26.83387409079159"
"1","BR","-48.63647460937501","-27.24486209279778"
"1","BR","-49.669189453125","-27.3229745177137"
"1","AR","-58.656005859375","-34.6241672974209"
"1","BR","-51.624755859375","-27.342494037461492"
"1","UY","-57.84301757812501","-32.37068238981636"
"1","BR","-50.921630859375","-26.18501783298668"
"1","AR","-59.38110351562499","-33.89777652626471"
"1","AR","-58.370361328125","-28.35273332003185"
"1","BR","-53.49243164062499","-27.01019600575216"
"1","BR","-51.49291992187499","-28.217289317122862"
"1","BR","-51.317138671874986","-29.659415601982396"
"1","BR","-49.03198242187501","-25.433353019319984"
"1","AR","-57.930908203125","-31.005862439568816"
"1","AR","-59.095458984375","-29.008139916273922"
"1","AR","-59.02954101562501","-27.3229745177137"
"1","BR","-51.558837890625","-27.166694794389883"
"1","AR","-59.073486328125","-34.37064443397319"
"1","BR","-52.899169921874986","-25.433353019319984"
"1","BR","-53.712158203125","-31.456782003226508"
"1","UY","-56.34887695312501","-34.804782425921736"
"1","BR","-51.58081054687501","-29.52566997450537"
"1","BR","-52.70141601562501","-26.63763846452622"
"1","BR","-49.801025390625","-27.108033374229578"
"1","PY","-55.75561523437501","-27.38152276155116"
"1","UY","-53.80004882812501","-33.22030730693318"
"1","PY","-57.00805664062501","-25.47303285230737"
"1","BR","-50.15258789062501","-25.82956067298361"
"1","BR","-53.47045898437499","-28.236649004983594"
"1","BR","-51.031494140625","-29.60211775925574"
"1","BR","-52.569580078125","-28.4686908559756"
"1","PY","-57.18383789062499","-25.789999150255287"
"1","BR","-53.33862304687501","-26.18501783298668"
"1","BR","-52.48168945312501","-28.79654579713749"
"1","AR","-59.29321289062501","-27.186241757536113"
"1","AR","-57.271728515624986","-35.272531260021644"
"1","AR","-58.15063476562501","-31.41928765571479"
"1","BR","-50.46020507812499","-29.850172670980584"
"1","BR","-51.31713867187501","-29.735761990804548"
"1","BR","-50.57006835937501","-27.303451561710343"
"1","UY","-58.392333984375","-33.89777652626471"
"1","BR","-53.052978515625","-26.951452657954235"
"1","BR","-49.22973632812501","-26.165298479445838"
"1","AR","-58.76586914062501","-35.0749643586303"
"1","BR","-52.349853515625","-26.696544688818783"
"1","PY","-55.86547851562499","-26.382027556732304"
"1","AR","-57.886962890625","-27.945885785705983"
"1","BR","-51.558837890625","-29.219301628031207"
"1","AR","-59.99633789062499","-34.876917951660936"
"1","BR","-51.33911132812499","-25.98767443751823"
"1","BR","-48.52661132812499","-25.77021343656807"
"1","BR","-49.998779296875","-29.735761990804548"
"1","UY","-56.48071289062501","-33.34888430850957"
"1","AR","-58.94165039062499","-27.440040034323392"
"1","UY","-57.886962890625","-31.287939425175406"
"1","AR","-59.11743164062501","-34.025347249671725"
"1","BR","-49.36157226562501","-27.498526291407003"
"1","UY","-56.17309570312501","-34.9309780938621"
"1","AR","-58.19458007812501","-35.272531260021644"
"1","UY","-56.43676757812499","-34.7506393117471"
"1","AR","-58.765869140625","-34.73258371293697"
"1","AR","-59.073486328125","-27.498526291407003"
"1","BR","-48.85620117187501","-25.433353019319984"
"1","AR","-58.67797851562499","-27.45953890173811"
"1","PY","-55.294189453125","-25.39366011394678"
"1","BR","-52.85522460937499","-26.775038963374346"
"1","AR","-58.94165039062499","-34.42503563903827"
"1","BR","-53.29467773437501","-27.693255909656816"
"1","AR","-58.98559570312501","-27.264395347587374"
"1","PY","-56.52465820312499","-25.730632113592666"
"1","BR","-51.77856445312501","-27.205785296101503"
"1","AR","-57.16186523437499","-29.77391341599187"
"1","UY","-58.19458007812501","-33.1283507095575"
"1","BR","-49.119873046875","-26.81426577350816"
"1","AR","-54.876708984375014","-26.912273401506337"
"1","BR","-50.877685546875","-25.928406618499444"
"1","BR","-49.84497070312501","-29.487424396176316"
"1","BR","-52.10815429687499","-29.295980109231227"
"1","BR","-51.624755859375","-25.691037608564802"
"1","PY","-57.16186523437499","-25.59199376990822"
"1","BR","-50.17456054687501","-27.809927346258853"
"1","BR","-49.822998046875","-27.401031962578156"
"1","AR","-58.45825195312501","-30.590636565468532"
"1","UY","-56.107177734375","-34.69646067977016"
"1","AR","-59.49096679687499","-28.73876352730878"
"1","BR","-52.72338867187501","-27.264395347587374"
"1","BR","-51.29516601562501","-29.69759604899548"
"1","BR","-53.228759765625","-27.147144408338228"
"1","PY","-57.11791992187501","-25.413508199760457"
"1","BR","-49.075927734375","-25.492867862055313"
"1","BR","-50.877685546875","-29.487424396176316"
"1","BR","-50.32836914062499","-26.04691238614732"
"1","BR","-49.119873046875","-26.716173334952643"
"1","BR","-48.592529296875","-25.928406618499444"
"1","BR","-54.17358398437501","-31.043521165304327"
"1","AR","-55.11840820312499","-27.86821614426037"
"1","BR","-52.635498046875","-27.420537720719807"
"1","BR","-49.20776367187501","-28.178559410956822"
"1","BR","-52.064208984375","-28.08167329159339"
"1","UY","-56.28295898437501","-34.58799696325682"
"1","AR","-57.974853515624986","-35.03899155164649"
"1","BR","-49.295654296875014","-25.967921814391097"
"1","UY","-56.74438476562499","-34.29806786066278"
"1","BR","-53.404541015625","-26.18501783298668"
"1","AR","-58.656005859375","-28.758027838439325"
"1","BR","-51.492919921875","-29.084976128535068"
"1","PY","-57.293701171875","-25.37380876372356"
"1","BR","-51.361083984375","-27.108033374229578"
"1","PY","-55.73364257812499","-27.420537720719807"
"1","PY","-55.206298828125","-26.165298479445838"
"1","BR","-49.493408203125","-27.264395347587374"
"1","AR","-58.56811523437501","-33.03629769746937"
"1","BR","-49.11987304687499","-25.710836507928196"
"1","AR","-58.238525390625","-34.714524168633844"
"1","BR","-50.855712890625","-29.353451218600878"
"1","AR","-59.556884765625","-30.741835255131946"
"1","BR","-50.877685546875","-29.945414881514292"
"1","BR","-53.38256835937501","-27.362010119293444"
"1","BR","-52.39379882812499","-25.413508199760457"
"1","BR","-51.185302734375","-27.225325408412584"
"1","BR","-48.65844726562499","-27.926473604009228"
"1","AR","-55.86547851562501","-27.479034321315"
"1","BR","-51.07543945312501","-26.971037180499543"
"1","AR","-58.21655273437501","-26.18501783298668"
"1","UY","-55.755615234375","-31.081164998887157"
"1","AR","-58.721923828125","-27.498526291407003"
"1","AR","-55.84350585937499","-27.440040034323392"
"1","BR","-54.04174804687501","-27.84879002480953"
"1","PY","-55.953369140625","-26.08638773341275"
"1","BR","-49.888916015625","-27.362010119293444"
"1","UY","-56.832275390625","-33.568860697277984"
"1","AR","-59.490966796875","-34.461276797022"
"1","BR","-51.053466796875","-30.13562577380036"
"1","PY","-56.43676757812501","-25.730632113592666"
"1","AR","-60.018310546875","-31.84956485618195"
"1","BR","-48.79028320312501","-25.552353242276165"
"1","BR","-48.526611328125","-26.204733849794764"
"1","UY","-56.15112304687499","-34.8228222334709"
"1","BR","-55.162353515625","-27.945885785705983"
"1","UY","-57.996826171875","-31.475523550957224"
"1","BR","-52.261962890625","-32.07326507710316"
"1","BR","-49.44946289062501","-28.873539017774036"
"1","BR","-50.94360351562501","-29.888280478096924"
"1","BR","-53.55834960937501","-28.642388714794063"
"1","BR","-50.59204101562501","-29.468296190586095"
"1","UY","-55.887451171875","-34.73258371293697"
"1","BR","-51.295166015625","-26.971037180499543"
"1","AR","-59.447021484375","-28.256005180597665"
"1","AR","-59.53491210937499","-30.116621125658487"
"1","AR","-54.59106445312499","-25.967921814391097"
"1","BR","-49.18579101562501","-26.735798597235398"
"1","PY","-55.14038085937501","-25.967921814391097"
"1","BR","-52.78930664062501","-26.263861862136075"
"1","AR","-58.69995117187501","-34.69646067977016"
"1","PY","-55.60180664062501","-26.027169725183786"
"1","AR","-55.16235351562499","-27.86821614426037"
"1","PY","-55.88745117187499","-27.3229745177137"
"1","UY","-53.55834960937501","-34.06176087257115"
"1","BR","-52.87719726562499","-30.059585243068803"
"1","UY","-55.31616210937501","-34.78673866916752"
"1","AR","-54.129638671875","-25.691037608564802"
"1","AR","-58.941650390625","-27.283925171113545"
"1","BR","-50.89965820312501","-28.892778418941003"
"1","AR","-54.635009765625","-26.244155866136232"
"1","BR","-48.526611328125","-25.532528058874057"
"1","BR","-50.17456054687501","-27.79049079038324"
"1","BR","-53.734130859375","-29.64031994260065"
"1","BR","-52.877197265625","-30.02154305344941"
"1","AR","-59.578857421875","-29.238476636995408"
"1","BR","-50.196533203125","-27.771050758926727"
"1","BR","-49.163818359375","-26.500072495141783"
"1","BR","-49.757080078125","-27.225325408412584"
"1","BR","-51.00952148437501","-29.50654899129902"
"1","BR","-49.515380859375","-26.18501783298668"
"1","AR","-59.930419921875","-31.86822734389727"
"1","AR","-56.678466796875","-29.161755067135214"
"1","UY","-57.16186523437499","-34.42503563903827"
"1","UY","-55.99731445312499","-34.660321872099786"
"1","BR","-49.427490234375","-27.049341193268624"
"1","BR","-51.229248046875","-29.142565707098775"
"1","BR","-49.27368164062499","-28.777288595555724"
"1","BR","-48.57055664062501","-27.362010119293444"
"1","AR","-58.43627929687499","-34.660321872099786"
"1","AR","-58.26049804687499","-34.8408580908914"
"1","BR","-49.141845703125","-26.460737623023853"
"1","BR","-52.613525390625","-26.22444652810051"
"1","BR","-52.76733398437499","-28.4686908559756"
"1","BR","-53.250732421875","-26.696544688818783"
"1","BR","-50.28442382812499","-29.926373723221307"
"1","BR","-49.69116210937501","-27.518014810368957"
"1","BR","-54.547119140625","-25.433353019319984"
"1","UY","-56.260986328125","-34.49750222972746"
"1","BR","-51.141357421875","-26.244155866136232"
"1","BR","-51.690673828125","-29.468296190586095"
"1","UY","-57.864990234375","-31.062344944262637"
"1","BR","-51.47094726562499","-27.67379852458614"
"1","BR","-49.647216796875","-27.401031962578156"
"1","BR","-49.20776367187501","-25.433353019319984"
"1","BR","-53.272705078125","-26.696544688818783"
"1","BR","-48.614501953125","-27.79049079038324"
"1","AR","-54.08569335937499","-26.598350760670865"
"1","BR","-51.05346679687501","-26.244155866136232"
"1","AR","-59.337158203125","-29.161755067135214"
"1","BR","-50.10864257812499","-29.52566997450537"
"1","BR","-51.910400390625","-27.24486209279778"
"1","PY","-56.239013671875","-26.676912660554418"
"1","BR","-49.229736328125","-26.931864731057168"
"1","BR","-51.82250976562499","-29.02735433352716"
"1","BR","-49.11987304687501","-28.08167329159339"
"1","PY","-56.129150390625","-25.98767443751823"
"1","AR","-58.61206054687499","-27.303451561710343"
"1","BR","-54.54711914062499","-25.492867862055313"
"1","BR","-53.580322265625","-26.204733849794764"
"1","BR","-51.55883789062499","-29.888280478096924"
"1","BR","-49.07592773437499","-27.01019600575216"
"1","BR","-50.02075195312501","-26.794654063798674"
"1","BR","-49.51538085937499","-28.758027838439325"
"1","BR","-50.855712890625","-29.315140743519365"
"1","BR","-49.27368164062501","-25.35395415093729"
"1","BR","-51.954345703125","-28.73876352730878"
"1","AR","-59.09545898437501","-34.13454119271438"
"1","BR","-48.746337890625","-27.440040034323392"
"1","BR","-55.51391601562499","-30.85507882322047"
"1","BR","-48.724365234375","-26.951452657954235"
"1","PY","-57.33764648437501","-25.80978156299619"
"1","BR","-49.075927734375","-28.73876352730878"
"1","AR","-58.30444335937499","-35.092944818261245"
"1","BR","-52.020263671875","-29.468296190586095"
"1","PY","-56.83227539062499","-26.89267867100161"
"1","BR","-50.899658203125","-27.79049079038324"
"1","BR","-49.251708984375","-25.35395415093729"
"1","AR","-58.76586914062501","-34.13454119271438"
"1","UY","-57.886962890625","-34.33436399645513"
"1","BR","-50.76782226562501","-26.066651722817888"
"1","BR","-53.360595703125","-29.792983681292533"
"1","BR","-52.020263671875","-31.231591205062248"
"1","BR","-49.691162109375","-29.084976128535068"
"1","BR","-48.350830078125","-25.552353242276165"
"1","BR","-52.39379882812501","-26.931864731057168"
"1","PY","-57.139892578125","-25.98767443751823"
"1","BR","-52.56958007812501","-26.696544688818783"
"1","BR","-51.58081054687501","-29.18094084162304"
"1","BR","-51.866455078125","-28.062285562559854"
"1","AR","-59.425048828125","-31.36301802319075"
"1","PY","-56.700439453125","-25.512699598189307"
"1","UY","-55.338134765625","-34.78673866916752"
"1","BR","-48.966064453125","-26.559049562821336"
"1","AR","-58.172607421875","-35.0749643586303"
"1","BR","-50.89965820312499","-29.487424396176316"
"1","BR","-49.954833984375","-29.6212206612132"
"1","BR","-51.163330078125","-29.372601056464525"
"1","BR","-49.251708984375","-26.18501783298668"
"1","BR","-50.02075195312499","-26.657277251882103"
"1","BR","-52.525634765625","-29.81205031316974"
"1","AR","-58.50219726562501","-26.106120416151033"
"1","AR","-58.43627929687501","-32.33355847263479"
"1","BR","-53.074951171875","-27.02977030507288"
"1","BR","-51.31713867187499","-29.83111331020471"
"1","BR","-51.470947265625","-29.754839518688364"
"1","AR","-59.644775390625","-29.18094084162304"
"1","UY","-57.86499023437501","-34.40690916546586"
"1","AR","-58.34838867187501","-34.985002635375835"
"1","UY","-56.19506835937501","-32.40779106546842"
"1","PY","-55.931396484375","-26.027169725183786"
"1","BR","-49.954833984375","-29.219301628031207"
"1","BR","-52.679443359375","-27.108033374229578"
"1","BR","-52.04223632812501","-26.244155866136232"
"1","UY","-56.173095703125","-34.714524168633844"
"1","BR","-48.81225585937499","-26.951452657954235"
"1","PY","-56.12915039062501","-25.710836507928196"
"1","BR","-54.832763671875","-29.4108899255273"
"1","UY","-56.524658203125","-34.40690916546586"
"1","PY","-55.667724609375","-25.532528058874057"
"1","AR","-59.38110351562499","-34.6241672974209"
"1","PY","-57.44750976562499","-25.39366011394678"
"1","UY","-54.722900390625","-33.87953652609128"
"1","BR","-48.614501953125","-27.08847272953271"
"1","AR","-55.60180664062501","-27.38152276155116"
"1","BR","-50.08666992187501","-29.583011238165824"
"1","BR","-50.21850585937501","-25.888878168381613"
"1","BR","-52.855224609375","-29.69759604899548"
"1","BR","-49.757080078125","-29.295980109231227"
"1","PY","-55.491943359375","-26.657277251882103"
"1","PY","-54.74487304687501","-26.36234164992481"
"1","BR","-52.196044921875","-28.60381396511851"
"1","PY","-54.656982421875","-25.532528058874057"
"1","UY","-56.085205078125","-34.69646067977016"
"1","BR","-48.966064453125","-26.165298479445838"
"1","BR","-53.602294921875","-25.453194570782593"
"1","AR","-58.634033203125","-33.69692220677028"
"1","AR","-55.25024414062501","-27.068908668650792"
"1","BR","-49.757080078125","-25.47303285230737"
"1","BR","-53.05297851562501","-26.598350760670865"
"1","AR","-59.381103515625","-34.660321872099786"
"1","UY","-55.57983398437501","-34.78673866916752"
"1","BR","-50.899658203125","-29.315140743519365"
"1","UY","-55.22827148437501","-34.804782425921736"
"1","AR","-58.65600585937499","-34.8408580908914"
"1","AR","-58.69995117187501","-35.03899155164649"
"1","AR","-54.96459960937499","-27.479034321315"
"1","UY","-56.78833007812499","-32.888812677335764"
"1","AR","-57.60131835937499","-27.98469968215695"
"1","BR","-50.833740234375","-29.792983681292533"
"1","BR","-49.03198242187499","-26.873080541244807"
"1","BR","-49.010009765625","-26.18501783298668"
"1","BR","-51.361083984375","-29.6212206612132"
"1","BR","-50.08666992187499","-29.926373723221307"
"1","BR","-50.921630859375","-30.04056597411947"
"1","PY","-54.63500976562501","-25.39366011394678"
"1","BR","-48.41674804687499","-25.611809110480735"
"1","BR","-49.09790039062499","-28.410727956447605"
"1","BR","-53.712158203125","-29.69759604899548"
"1","BR","-51.29516601562501","-29.046565175650844"
"1","PY","-55.360107421875","-26.735798597235398"
"1","BR","-49.932861328125","-26.342652390525956"
"1","BR","-53.62426757812499","-27.225325408412584"
"1","PY","-55.228271484375","-25.453194570782593"
"1","BR","-52.108154296875","-32.03601956609733"
"1","AR","-58.348388671875","-28.372068389230648"
"1","BR","-56.414794921875","-30.36339578020754"
"1","BR","-48.87817382812501","-25.532528058874057"
"1","UY","-57.799072265625","-31.400534858447852"
"1","AR","-59.644775390625","-33.67863936561744"
"1","AR","-58.59008789062499","-27.498526291407003"
"1","BR","-49.64721679687501","-28.969700362364634"
"1","BR","-49.954833984375","-29.4108899255273"
"1","BR","-52.17407226562501","-32.05464421675945"
"1","BR","-49.64721679687501","-28.892778418941003"
"1","AR","-58.89770507812501","-34.22542852540224"
"1","BR","-50.08666992187499","-29.869228394082366"
"1","UY","-55.31616210937499","-34.8228222334709"
"1","BR","-49.317626953125","-26.303263820974223"
"1","BR","-51.119384765625","-30.249576782098227"
"1","PY","-56.59057617187499","-25.730632113592666"
"1","BR","-49.185791015624986","-26.912273401506337"
"1","UY","-55.953369140625","-34.67839324728014"
"1","BR","-52.635498046875","-27.712709827249647"
"1","BR","-53.624267578125","-26.322959780290276"
"1","BR","-48.614501953125","-26.951452657954235"
"1","UY","-57.952880859375","-31.38177831385262"
"1","BR","-49.361572265625","-27.67379852458614"
"1","BR","-53.514404296874986","-26.716173334952643"
"1","AR","-58.018798828125","-34.91296200087692"
"1","PY","-55.799560546875","-26.755420473948263"
"1","UY","-57.205810546875","-34.27991390834376"
"1","AR","-58.194580078125","-35.21869700007862"
"1","UY","-56.72241210937501","-34.58799696325682"
"1","BR","-53.514404296875","-26.44106514408952"
"1","BR","-51.47094726562501","-29.83111331020471"
"1","BR","-50.19653320312501","-29.678507637924657"
"1","BR","-52.39379882812499","-29.678507637924657"
"1","UY","-55.86547851562499","-34.69646067977016"
"1","BR","-49.185791015625","-26.460737623023853"
"1","BR","-52.283935546875","-27.576459644051187"
"1","UY","-56.876220703125","-30.987027495387533"
"1","AR","-58.04077148437499","-29.18094084162304"
"1","BR","-49.20776367187499","-25.928406618499444"
"1","BR","-50.482177734375","-26.204733849794764"
"1","BR","-49.14184570312499","-28.3140526182544"
"1","BR","-51.295166015625","-26.873080541244807"
"1","BR","-49.932861328125","-28.3140526182544"
"1","AR","-57.864990234375","-35.00300290036823"
"1","BR","-52.92114257812501","-29.678507637924657"
"1","BR","-49.031982421875","-28.71949566368651"
"1","AR","-58.765869140625","-27.498526291407003"
"1","BR","-52.196044921875","-31.456782003226508"
"1","BR","-48.592529296875","-27.88763878168187"
"1","AR","-54.50317382812499","-26.951452657954235"
"1","AR","-58.919677734375","-34.44315818321061"
"1","BR","-53.580322265625","-26.716173334952643"
"1","PY","-55.382080078125","-25.433353019319984"
"1","BR","-52.04223632812501","-29.659415601982396"
"1","UY","-55.843505859375014","-34.67839324728014"
"1","AR","-58.084716796875","-29.219301628031207"
"1","BR","-49.801025390625","-27.86821614426037"
"1","PY","-54.920654296875","-26.322959780290276"
"1","BR","-53.646240234374986","-25.98767443751823"
"1","BR","-53.80004882812499","-29.084976128535068"
"1","BR","-53.07495117187501","-26.971037180499543"
"1","AR","-57.996826171875","-31.400534858447852"
"1","UY","-57.095947265625","-30.779597933522684"
"1","BR","-52.17407226562499","-27.147144408338228"
"1","BR","-51.339111328125","-29.449164375979123"
"1","BR","-48.87817382812499","-26.244155866136232"
"1","PY","-55.99731445312499","-27.108033374229578"
"1","BR","-52.94311523437499","-29.64031994260065"
"1","BR","-51.339111328125","-29.583011238165824"
"1","BR","-51.58081054687499","-29.372601056464525"
"1","BR","-49.801025390625","-27.283925171113545"
"1","BR","-49.449462890625","-25.611809110480735"
"1","BR","-52.481689453125","-27.634873358518313"
"1","BR","-49.05395507812499","-26.873080541244807"
"1","BR","-53.16284179687501","-27.362010119293444"
"1","BR","-51.27319335937501","-29.20012302908138"
"1","BR","-51.07543945312501","-29.945414881514292"
"1","AR","-58.54614257812499","-34.73258371293697"
"1","AR","-59.490966796875","-34.24359423973569"
"1","AR","-58.721923828125","-27.518014810368957"
"1","BR","-51.778564453125","-29.334297780464514"
"1","AR","-56.678466796875","-27.576459644051187"
"1","BR","-52.877197265625","-27.127590601058422"
"1","UY","-57.22778320312501","-34.37064443397319"
"1","UY","-56.43676757812499","-32.83344236678383"
"1","UY","-55.645751953125","-34.7506393117471"
"1","BR","-52.635498046875","-27.751607253506155"
"1","BR","-50.32836914062501","-26.066651722817888"
"1","PY","-55.513916015625","-26.63763846452622"
"1","BR","-52.56958007812499","-29.54478734434837"
"1","UY","-54.217529296875","-32.37068238981636"
"1","BR","-52.789306640625","-27.79049079038324"
"1","BR","-48.50463867187499","-27.186241757536113"
"1","BR","-55.118408203125","-27.926473604009228"
"1","BR","-48.59252929687501","-25.671235417318993"
"1","BR","-49.55932617187501","-26.22444652810051"
"1","AR","-58.41430664062501","-32.14771059142128"
"1","BR","-49.339599609375","-25.651429936009226"
"1","AR","-58.677978515625014","-26.63763846452622"
"1","BR","-50.020751953125","-27.362010119293444"
"1","BR","-54.45922851562501","-27.771050758926727"
"1","BR","-51.71264648437499","-27.127590601058422"
"1","BR","-52.15209960937501","-32.12910490428289"
"1","BR","-48.878173828125","-26.696544688818783"
"1","BR","-49.229736328125","-25.39366011394678"
"1","BR","-52.81127929687501","-29.678507637924657"
"1","BR","-49.976806640625","-27.401031962578156"
"1","BR","-49.31762695312499","-25.413508199760457"
"1","AR","-58.853759765625","-27.498526291407003"
"1","AR","-59.20532226562499","-34.49750222972746"
"1","AR","-57.18383789062499","-29.754839518688364"
"1","BR","-48.900146484375","-28.391399935221994"
"1","AR","-58.63403320312501","-34.714524168633844"
"1","BR","-52.130126953125","-29.334297780464514"
"1","BR","-52.547607421875","-26.00742374171192"
"1","BR","-49.229736328125","-28.680949285065765"
"1","BR","-48.746337890625","-27.61540558077938"
"1","AR","-59.029541015625","-34.098158856240545"
"1","BR","-51.53686523437501","-29.583011238165824"
"1","AR","-57.93090820312499","-31.2128009915103"
"1","BR","-50.46020507812499","-26.18501783298668"
"1","BR","-49.11987304687501","-25.453194570782593"
"1","BR","-51.58081054687499","-29.54478734434837"
"1","AR","-57.711181640625","-35.00300290036823"
"1","PY","-55.953369140625","-27.24486209279778"
"1","BR","-49.471435546875","-25.453194570782593"
"1","BR","-51.756591796875","-28.58452127683979"
"1","PY","-57.205810546875","-25.572175146564106"
"1","BR","-52.10815429687501","-29.487424396176316"
"1","AR","-59.754638671875","-34.6241672974209"
"1","BR","-52.218017578125","-28.44937341837796"
"1","UY","-56.81030273437501","-32.87035974793862"
"1","UY","-54.283447265625","-34.49750222972746"
"1","PY","-55.90942382812499","-27.303451561710343"
"1","BR","-49.55932617187499","-29.008139916273922"
"1","BR","-52.437744140625","-27.08847272953271"
"1","BR","-49.361572265625","-26.303263820974223"
"1","UY","-56.87622070312499","-33.550550658697375"
"1","BR","-53.82202148437499","-29.678507637924657"
"1","BR","-52.196044921875","-31.400534858447852"
"1","AR","-58.699951171875","-34.24359423973569"
"1","BR","-49.47143554687501","-28.71949566368651"
"1","BR","-50.877685546875","-26.066651722817888"
"1","BR","-52.28393554687501","-29.64031994260065"
"1","BR","-48.87817382812501","-27.283925171113545"
"1","BR","-52.65747070312501","-27.186241757536113"
